country_id	country_name	country_name_url_encoded	city_id	city_name	city_name_url_encoded	city_url_full	city_url	country_url_full	country_url	city_name_to_lower	country_name_to_lower	country_code	name	asciiname	admin1_code	admin2_code	population	lat	lng
54	Cyprus	Cyprus	1269	Dali	Dali	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Dali	city_result.jsp?country=Cyprus&city=Dali	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	dali	cyprus	CY	Dáli	Dali	04		6085	35.02294	33.42195
54	Cyprus	Cyprus	1270	Famagusta	Famagusta	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Famagusta	city_result.jsp?country=Cyprus&city=Famagusta	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	famagusta	cyprus	CY	Famagusta	Famagusta	01		42526	35.12489	33.94135
54	Cyprus	Cyprus	1271	Iskele	Iskele	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Iskele	city_result.jsp?country=Cyprus&city=Iskele	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	iskele	cyprus	CY	NA	NA	NA	NA	NA	NA	NA
54	Cyprus	Cyprus	1272	Kolossi	Kolossi	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Kolossi	city_result.jsp?country=Cyprus&city=Kolossi	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	kolossi	cyprus	CY	Kolossi	Kolossi	03		3846	34.66865	32.93375
54	Cyprus	Cyprus	1273	Kyrenia (Girne)	Kyrenia%20%28Girne%29	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Kyrenia%20%28Girne%29	city_result.jsp?country=Cyprus&city=Kyrenia%20%28Girne%29	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	kyrenia (girne)	cyprus	CY	NA	NA	NA	NA	NA	NA	NA
54	Cyprus	Cyprus	1274	Lapithos	Lapithos	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Lapithos	city_result.jsp?country=Cyprus&city=Lapithos	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	lapithos	cyprus	CY	Lápithos	Lapithos	02		5215	35.33823	33.17368
54	Cyprus	Cyprus	1275	Larnaca	Larnaca	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Larnaca	city_result.jsp?country=Cyprus&city=Larnaca	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	larnaca	cyprus	CY	Larnaca	Larnaca	03		72000	34.92291	33.6233
54	Cyprus	Cyprus	1276	Limassol	Limassol	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Limassol	city_result.jsp?country=Cyprus&city=Limassol	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	limassol	cyprus	CY	Limassol	Limassol	05		154000	34.68406	33.03794
54	Cyprus	Cyprus	1277	Nicosia	Nicosia	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Nicosia	city_result.jsp?country=Cyprus&city=Nicosia	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	nicosia	cyprus	CY	Nicosia	Nicosia	04		200452	35.17531	33.3642
54	Cyprus	Cyprus	1278	Paphos	Paphos	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Paphos	city_result.jsp?country=Cyprus&city=Paphos	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	paphos	cyprus	CY	Paphos	Paphos	06		35961	34.77679	32.42451
54	Cyprus	Cyprus	1279	Paralimni	Paralimni	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Paralimni	city_result.jsp?country=Cyprus&city=Paralimni	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	paralimni	cyprus	CY	Paralímni	Paralimni	01		11836	35.03945	33.98181
54	Cyprus	Cyprus	1280	Protaras	Protaras	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Protaras	city_result.jsp?country=Cyprus&city=Protaras	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	protaras	cyprus	CY	Protaras	Protaras	01		20230	35.0125	34.05833
54	Cyprus	Cyprus	1281	Ypsonas	Ypsonas	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Cyprus&city=Ypsonas	city_result.jsp?country=Cyprus&city=Ypsonas	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Cyprus	country_result.jsp?country=Cyprus	ypsonas	cyprus	CY	Ýpsonas	Ypsonas	05		7348	34.68797	32.96191
55	Czech Republic	Czech%20Republic	1337	Ã„ÅšeskÄ‚Ë‡ LÄ‚Â­pa	%C4%8Cesk%C3%A1%20L%C3%ADpa	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=%C4%8Cesk%C3%A1%20L%C3%ADpa	city_result.jsp?country=Czech%20Republic&city=%C4%8Cesk%C3%A1%20L%C3%ADpa	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	ã„åšeskä‚ë‡ lä‚â­pa	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
55	Czech Republic	Czech%20Republic	1338	Ã„ÅšeskÄ‚Ë Krumlov	%C4%8Cesk%C3%BD%20Krumlov	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=%C4%8Cesk%C3%BD%20Krumlov	city_result.jsp?country=Czech%20Republic&city=%C4%8Cesk%C3%BD%20Krumlov	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	ã„åšeskä‚ë krumlov	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
55	Czech Republic	Czech%20Republic	1282	Benesov	Benesov	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Benesov	city_result.jsp?country=Czech%20Republic&city=Benesov	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	benesov	czech republic	CZ	Benešov	Benesov	88	0201	16257	49.78162	14.68697
55	Czech Republic	Czech%20Republic	1283	Beroun	Beroun	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Beroun	city_result.jsp?country=Czech%20Republic&city=Beroun	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	beroun	czech republic	CZ	Beroun	Beroun	88	0202	17550	49.96382	14.072
55	Czech Republic	Czech%20Republic	1284	Blansko	Blansko	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Blansko	city_result.jsp?country=Czech%20Republic&city=Blansko	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	blansko	czech republic	CZ	Blansko	Blansko	78	0641	20384	49.36304	16.64446
55	Czech Republic	Czech%20Republic	1285	Breclav	Breclav	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Breclav	city_result.jsp?country=Czech%20Republic&city=Breclav	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	breclav	czech republic	CZ	Bøeclav	Breclav	78	0644	25789	48.75897	16.88203
55	Czech Republic	Czech%20Republic	1286	Brno	Brno	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Brno	city_result.jsp?country=Czech%20Republic&city=Brno	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	brno	czech republic	CZ	Brno	Brno	78	0642	369559	49.19522	16.60796
55	Czech Republic	Czech%20Republic	1287	Caslav	Caslav	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Caslav	city_result.jsp?country=Czech%20Republic&city=Caslav	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	caslav	czech republic	CZ	Èáslav	Caslav	88	0205	10025	49.91099	15.38972
55	Czech Republic	Czech%20Republic	1288	Ceske Budejovice	Ceske%20Budejovice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Ceske%20Budejovice	city_result.jsp?country=Czech%20Republic&city=Ceske%20Budejovice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	ceske budejovice	czech republic	CZ	Èeské Budìjovice	Ceske Budejovice	79	0311	96053	48.97447	14.47434
55	Czech Republic	Czech%20Republic	1289	Chomutov	Chomutov	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Chomutov	city_result.jsp?country=Czech%20Republic&city=Chomutov	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	chomutov	czech republic	CZ	Chomutov	Chomutov	89	0422	50251	50.46048	13.41779
55	Czech Republic	Czech%20Republic	1290	DÃ„â€ºÃ„Å¤Ä‚Â­n	D%C4%9B%C4%8D%C3%ADn	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=D%C4%9B%C4%8D%C3%ADn	city_result.jsp?country=Czech%20Republic&city=D%C4%9B%C4%8D%C3%ADn	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	dã„â€ºã„å¤ä‚â­n	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
55	Czech Republic	Czech%20Republic	1291	Havirov	Havirov	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Havirov	city_result.jsp?country=Czech%20Republic&city=Havirov	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	havirov	czech republic	CZ	Havíøov	Havirov	85	0803	82768	49.77984	18.43688
55	Czech Republic	Czech%20Republic	1292	Holubice	Holubice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Holubice	city_result.jsp?country=Czech%20Republic&city=Holubice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	holubice	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
55	Czech Republic	Czech%20Republic	1293	Hradec Kralove	Hradec%20Kralove	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Hradec%20Kralove	city_result.jsp?country=Czech%20Republic&city=Hradec%20Kralove	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	hradec kralove	czech republic	CZ	Hradec Králové	Hradec Kralove	82	0521	95195	50.20923	15.83277
55	Czech Republic	Czech%20Republic	1294	Jablonec nad Nisou	Jablonec%20nad%20Nisou	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Jablonec%20nad%20Nisou	city_result.jsp?country=Czech%20Republic&city=Jablonec%20nad%20Nisou	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	jablonec nad nisou	czech republic	CZ	Jablonec nad Nisou	Jablonec nad Nisou	83	0512	44878	50.72431	15.17108
55	Czech Republic	Czech%20Republic	1295	Jihlava	Jihlava	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Jihlava	city_result.jsp?country=Czech%20Republic&city=Jihlava	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	jihlava	czech republic	CZ	Jihlava	Jihlava	80	0632	50100	49.3961	15.59124
55	Czech Republic	Czech%20Republic	1296	Jindrichuv Hradec	Jindrichuv%20Hradec	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Jindrichuv%20Hradec	city_result.jsp?country=Czech%20Republic&city=Jindrichuv%20Hradec	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	jindrichuv hradec	czech republic	CZ	Jindøichùv Hradec	Jindrichuv Hradec	79	0313	22812	49.14404	15.00301
55	Czech Republic	Czech%20Republic	1297	Karlovy Vary	Karlovy%20Vary	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Karlovy%20Vary	city_result.jsp?country=Czech%20Republic&city=Karlovy%20Vary	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	karlovy vary	czech republic	CZ	Karlovy Vary	Karlovy Vary	81	0412	51807	50.23271	12.87117
55	Czech Republic	Czech%20Republic	1298	Kladno	Kladno	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Kladno	city_result.jsp?country=Czech%20Republic&city=Kladno	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	kladno	czech republic	CZ	Kladno	Kladno	88	0203	70003	50.14734	14.10285
55	Czech Republic	Czech%20Republic	1299	Kolin	Kolin	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Kolin	city_result.jsp?country=Czech%20Republic&city=Kolin	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	kolin	czech republic	CZ	Kolín	Kolin	88	0204	29690	50.02806	15.1998
55	Czech Republic	Czech%20Republic	1300	Koprivnice	Koprivnice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Koprivnice	city_result.jsp?country=Czech%20Republic&city=Koprivnice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	koprivnice	czech republic	CZ	Kopøivnice	Koprivnice	85	0804	23424	49.59947	18.1448
55	Czech Republic	Czech%20Republic	1301	Kralupy nad Vltavou	Kralupy%20nad%20Vltavou	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Kralupy%20nad%20Vltavou	city_result.jsp?country=Czech%20Republic&city=Kralupy%20nad%20Vltavou	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	kralupy nad vltavou	czech republic	CZ	Kralupy nad Vltavou	Kralupy nad Vltavou	88	0206	17373	50.24107	14.31149
55	Czech Republic	Czech%20Republic	1302	Lanskroun	Lanskroun	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Lanskroun	city_result.jsp?country=Czech%20Republic&city=Lanskroun	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	lanskroun	czech republic	CZ	Lanškroun	Lanskroun	86	0534	9847	49.91217	16.6119
55	Czech Republic	Czech%20Republic	1303	Liberec	Liberec	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Liberec	city_result.jsp?country=Czech%20Republic&city=Liberec	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	liberec	czech republic	CZ	Liberec	Liberec	83	0513	97770	50.76711	15.05619
55	Czech Republic	Czech%20Republic	1304	Melnik	Melnik	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Melnik	city_result.jsp?country=Czech%20Republic&city=Melnik	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	melnik	czech republic	CZ	Mìlník	Melnik	88	0206	19231	50.3505	14.47411
55	Czech Republic	Czech%20Republic	1305	Milovice	Milovice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Milovice	city_result.jsp?country=Czech%20Republic&city=Milovice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	milovice	czech republic	CZ	Milovice	Milovice	88	0208	5461	50.22596	14.88863
55	Czech Republic	Czech%20Republic	1306	Mlada Boleslav	Mlada%20Boleslav	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Mlada%20Boleslav	city_result.jsp?country=Czech%20Republic&city=Mlada%20Boleslav	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	mlada boleslav	czech republic	CZ	Mladá Boleslav	Mlada Boleslav	88	0207	43684	50.41135	14.90318
55	Czech Republic	Czech%20Republic	1307	Most	Most	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Most	city_result.jsp?country=Czech%20Republic&city=Most	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	most	czech republic	CZ	Most	Most	89	0425	67905	50.50301	13.63617
55	Czech Republic	Czech%20Republic	1308	Nachod	Nachod	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Nachod	city_result.jsp?country=Czech%20Republic&city=Nachod	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	nachod	czech republic	CZ	Náchod	Nachod	82	0523	21263	50.4167	16.16289
55	Czech Republic	Czech%20Republic	1309	Novy Jicin	Novy%20Jicin	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Novy%20Jicin	city_result.jsp?country=Czech%20Republic&city=Novy%20Jicin	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	novy jicin	czech republic	CZ	Nový Jièín	Novy Jicin	85	0804	26547	49.59438	18.01028
55	Czech Republic	Czech%20Republic	1310	Nymburk	Nymburk	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Nymburk	city_result.jsp?country=Czech%20Republic&city=Nymburk	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	nymburk	czech republic	CZ	Nymburk	Nymburk	88	0208	14373	50.18605	15.04167
55	Czech Republic	Czech%20Republic	1311	Olomouc	Olomouc	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Olomouc	city_result.jsp?country=Czech%20Republic&city=Olomouc	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	olomouc	czech republic	CZ	Olomouc	Olomouc	84	0712	101268	49.59552	17.25175
55	Czech Republic	Czech%20Republic	1312	Opava	Opava	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Opava	city_result.jsp?country=Czech%20Republic&city=Opava	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	opava	czech republic	CZ	Opava	Opava	85	0805	60252	49.93866	17.90257
55	Czech Republic	Czech%20Republic	1313	Ostrava	Ostrava	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Ostrava	city_result.jsp?country=Czech%20Republic&city=Ostrava	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	ostrava	czech republic	CZ	Ostrava	Ostrava	85	0806	313088	49.83465	18.28204
55	Czech Republic	Czech%20Republic	1314	Otrokovice	Otrokovice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Otrokovice	city_result.jsp?country=Czech%20Republic&city=Otrokovice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	otrokovice	czech republic	CZ	Otrokovice	Otrokovice	90	0724	18857	49.20934	17.53944
55	Czech Republic	Czech%20Republic	1315	Pardubice	Pardubice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Pardubice	city_result.jsp?country=Czech%20Republic&city=Pardubice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	pardubice	czech republic	CZ	Pardubice	Pardubice	86	0532	88741	50.04075	15.77659
55	Czech Republic	Czech%20Republic	1316	Plzen	Plzen	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Plzen	city_result.jsp?country=Czech%20Republic&city=Plzen	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	plzen	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
55	Czech Republic	Czech%20Republic	1317	Prague	Prague	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Prague	city_result.jsp?country=Czech%20Republic&city=Prague	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	prague	czech republic	CZ	Prague	Prague	52		1165581	50.08804	14.42076
55	Czech Republic	Czech%20Republic	1318	Prerov	Prerov	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Prerov	city_result.jsp?country=Czech%20Republic&city=Prerov	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	prerov	czech republic	CZ	Pøerov	Prerov	84	0714	47311	49.45511	17.4509
55	Czech Republic	Czech%20Republic	1319	Pribram	Pribram	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Pribram	city_result.jsp?country=Czech%20Republic&city=Pribram	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	pribram	czech republic	CZ	Pøíbram	Pribram	88	020B	35251	49.68988	14.01043
55	Czech Republic	Czech%20Republic	1320	Prostejov	Prostejov	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Prostejov	city_result.jsp?country=Czech%20Republic&city=Prostejov	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	prostejov	czech republic	CZ	Prostìjov	Prostejov	84	0713	47374	49.47188	17.11184
55	Czech Republic	Czech%20Republic	1321	Ricany (Ä¹Â˜Ä‚Â­Ã„Å¤any)	Ricany%20%28%C5%98%C3%AD%C4%8Dany%29	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Ricany%20%28%C5%98%C3%AD%C4%8Dany%29	city_result.jsp?country=Czech%20Republic&city=Ricany%20%28%C5%98%C3%AD%C4%8Dany%29	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	ricany (ä¹â˜ä‚â­ã„å¤any)	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
55	Czech Republic	Czech%20Republic	1322	Roznov pod Radhostem	Roznov%20pod%20Radhostem	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Roznov%20pod%20Radhostem	city_result.jsp?country=Czech%20Republic&city=Roznov%20pod%20Radhostem	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	roznov pod radhostem	czech republic	CZ	Rožnov pod Radhoštìm	Roznov pod Radhostem	90	0723	17238	49.45853	18.14302
55	Czech Republic	Czech%20Republic	1323	Slapanice	Slapanice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Slapanice	city_result.jsp?country=Czech%20Republic&city=Slapanice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	slapanice	czech republic	CZ	Šlapanice	Slapanice	78	0643	7109	49.16863	16.72731
55	Czech Republic	Czech%20Republic	1324	Svitavy	Svitavy	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Svitavy	city_result.jsp?country=Czech%20Republic&city=Svitavy	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	svitavy	czech republic	CZ	Svitavy	Svitavy	86	0533	17427	49.75594	16.46829
55	Czech Republic	Czech%20Republic	1325	Tabor (TÄ‚Ë‡bor)	Tabor%20%28T%C3%A1bor%29	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Tabor%20%28T%C3%A1bor%29	city_result.jsp?country=Czech%20Republic&city=Tabor%20%28T%C3%A1bor%29	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	tabor (tä‚ë‡bor)	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
55	Czech Republic	Czech%20Republic	1326	Teplice	Teplice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Teplice	city_result.jsp?country=Czech%20Republic&city=Teplice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	teplice	czech republic	CZ	Teplice	Teplice	89	0426	51223	50.6404	13.82451
55	Czech Republic	Czech%20Republic	1327	Trinec	Trinec	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Trinec	city_result.jsp?country=Czech%20Republic&city=Trinec	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	trinec	czech republic	CZ	Tøinec	Trinec	85	0802	38415	49.67763	18.67078
55	Czech Republic	Czech%20Republic	1328	Uherske Hradiste	Uherske%20Hradiste	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Uherske%20Hradiste	city_result.jsp?country=Czech%20Republic&city=Uherske%20Hradiste	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	uherske hradiste	czech republic	CZ	Uherské Hradištì	Uherske Hradiste	90	0722	26421	49.06975	17.45969
55	Czech Republic	Czech%20Republic	1329	Usti nad Labem	Usti%20nad%20Labem	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Usti%20nad%20Labem	city_result.jsp?country=Czech%20Republic&city=Usti%20nad%20Labem	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	usti nad labem	czech republic	CZ	Ústí nad Labem	Usti nad Labem	89	0427	94105	50.6607	14.03227
55	Czech Republic	Czech%20Republic	1330	Vlasim	Vlasim	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Vlasim	city_result.jsp?country=Czech%20Republic&city=Vlasim	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	vlasim	czech republic	CZ	Vlašim	Vlasim	88	0201	12225	49.70632	14.89881
55	Czech Republic	Czech%20Republic	1331	Volenice	Volenice	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Czech%20Republic&city=Volenice	city_result.jsp?country=Czech%20Republic&city=Volenice	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Czech%20Republic	country_result.jsp?country=Czech%20Republic	volenice	czech republic	CZ	NA	NA	NA	NA	NA	NA	NA
