country_id	city_name	city_name_url_encoded	city_url_full	city_url	city_id	country_name	country_name_url_encoded	country_url_full	country_url_part
5	Sig	Sig	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Sig	city_result.jsp?country=Algeria&city=Sig	71	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Skikda	Skikda	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Skikda	city_result.jsp?country=Algeria&city=Skikda	72	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Souk Ahras	Souk%20Ahras	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Souk%20Ahras	city_result.jsp?country=Algeria&city=Souk%20Ahras	73	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Tazmalt	Tazmalt	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Tazmalt	city_result.jsp?country=Algeria&city=Tazmalt	74	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Tebessa	Tebessa	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Tebessa	city_result.jsp?country=Algeria&city=Tebessa	75	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Tiaret	Tiaret	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Tiaret	city_result.jsp?country=Algeria&city=Tiaret	76	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Tindouf	Tindouf	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Tindouf	city_result.jsp?country=Algeria&city=Tindouf	77	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Tizi-ouzou	Tizi-ouzou	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Tizi-ouzou	city_result.jsp?country=Algeria&city=Tizi-ouzou	78	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Tlemcen	Tlemcen	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Tlemcen	city_result.jsp?country=Algeria&city=Tlemcen	79	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
5	Warqla	Warqla	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Algeria&city=Warqla	city_result.jsp?country=Algeria&city=Warqla	80	Algeria	Algeria	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Algeria	country_result.jsp?country=Algeria
6	Pago Pago	Pago%20Pago	https://www.numbeo.com/cost-of-living/city_result.jsp?country=American%20Samoa&city=Pago%20Pago	city_result.jsp?country=American%20Samoa&city=Pago%20Pago	81	American Samoa	American%20Samoa	https://www.numbeo.com/cost-of-living/country_result.jsp?country=American%20Samoa	country_result.jsp?country=American%20Samoa
7	Andorra la Vella	Andorra%20la%20Vella	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Andorra&city=Andorra%20la%20Vella	city_result.jsp?country=Andorra&city=Andorra%20la%20Vella	82	Andorra	Andorra	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Andorra	country_result.jsp?country=Andorra
7	Canillo	Canillo	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Andorra&city=Canillo	city_result.jsp?country=Andorra&city=Canillo	83	Andorra	Andorra	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Andorra	country_result.jsp?country=Andorra
7	La Massana	La%20Massana	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Andorra&city=La%20Massana	city_result.jsp?country=Andorra&city=La%20Massana	84	Andorra	Andorra	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Andorra	country_result.jsp?country=Andorra
7	Les Escaldes	Les%20Escaldes	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Andorra&city=Les%20Escaldes	city_result.jsp?country=Andorra&city=Les%20Escaldes	85	Andorra	Andorra	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Andorra	country_result.jsp?country=Andorra
8	Benguela	Benguela	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Angola&city=Benguela	city_result.jsp?country=Angola&city=Benguela	86	Angola	Angola	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Angola	country_result.jsp?country=Angola
8	Cabinda	Cabinda	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Angola&city=Cabinda	city_result.jsp?country=Angola&city=Cabinda	87	Angola	Angola	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Angola	country_result.jsp?country=Angola
8	Caconda	Caconda	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Angola&city=Caconda	city_result.jsp?country=Angola&city=Caconda	88	Angola	Angola	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Angola	country_result.jsp?country=Angola
8	Caluquembe	Caluquembe	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Angola&city=Caluquembe	city_result.jsp?country=Angola&city=Caluquembe	89	Angola	Angola	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Angola	country_result.jsp?country=Angola
8	Luanda	Luanda	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Angola&city=Luanda	city_result.jsp?country=Angola&city=Luanda	90	Angola	Angola	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Angola	country_result.jsp?country=Angola
8	N'dalatando	N%27dalatando	https://www.numbeo.com/cost-of-living/city_result.jsp?country=Angola&city=N%27dalatando	city_result.jsp?country=Angola&city=N%27dalatando	91	Angola	Angola	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Angola	country_result.jsp?country=Angola
