country_id	country_name	country_name_url_encoded	country_url_full	country_url_part
211	Tonga	Tonga	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Tonga	country_result.jsp?country=Tonga
212	Trinidad And Tobago	Trinidad%20And%20Tobago	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Trinidad%20And%20Tobago	country_result.jsp?country=Trinidad%20And%20Tobago
213	Tunisia	Tunisia	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Tunisia	country_result.jsp?country=Tunisia
214	Turkey	Turkey	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Turkey	country_result.jsp?country=Turkey
215	Turkmenistan	Turkmenistan	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Turkmenistan	country_result.jsp?country=Turkmenistan
216	Turks And Caicos Islands	Turks%20And%20Caicos%20Islands	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Turks%20And%20Caicos%20Islands	country_result.jsp?country=Turks%20And%20Caicos%20Islands
217	Tuvalu	Tuvalu	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Tuvalu	country_result.jsp?country=Tuvalu
218	Uganda	Uganda	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Uganda	country_result.jsp?country=Uganda
219	Ukraine	Ukraine	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Ukraine	country_result.jsp?country=Ukraine
220	United Arab Emirates	United%20Arab%20Emirates	https://www.numbeo.com/cost-of-living/country_result.jsp?country=United%20Arab%20Emirates	country_result.jsp?country=United%20Arab%20Emirates
221	United Kingdom	United%20Kingdom	https://www.numbeo.com/cost-of-living/country_result.jsp?country=United%20Kingdom	country_result.jsp?country=United%20Kingdom
222	United States	United%20States	https://www.numbeo.com/cost-of-living/country_result.jsp?country=United%20States	country_result.jsp?country=United%20States
223	Uruguay	Uruguay	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Uruguay	country_result.jsp?country=Uruguay
224	Us Virgin Islands	Us%20Virgin%20Islands	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Us%20Virgin%20Islands	country_result.jsp?country=Us%20Virgin%20Islands
225	Uzbekistan	Uzbekistan	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Uzbekistan	country_result.jsp?country=Uzbekistan
226	Vanuatu	Vanuatu	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Vanuatu	country_result.jsp?country=Vanuatu
227	Vatican City	Vatican%20City	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Vatican%20City	country_result.jsp?country=Vatican%20City
228	Venezuela	Venezuela	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Venezuela	country_result.jsp?country=Venezuela
229	Vietnam	Vietnam	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Vietnam	country_result.jsp?country=Vietnam
230	Western Sahara	Western%20Sahara	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Western%20Sahara	country_result.jsp?country=Western%20Sahara
231	Yemen	Yemen	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Yemen	country_result.jsp?country=Yemen
232	Zambia	Zambia	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Zambia	country_result.jsp?country=Zambia
233	Zimbabwe	Zimbabwe	https://www.numbeo.com/cost-of-living/country_result.jsp?country=Zimbabwe	country_result.jsp?country=Zimbabwe
